customer_id,order_count,hist_revenue,avg_order_value,last_order,recency_days,orders_per_30d,future_90d_revenue
CUS-000070,3,554.4,184.79999999999998,2022-01-28,1000,0.09,0.0
CUS-000072,2,172.6,86.3,2023-06-30,482,0.12448132780082988,0.0
CUS-000073,1,232.03,232.03,2022-03-20,949,0.03161222339304531,0.0
CUS-000074,5,828.04,165.608,2023-09-26,394,0.3807106598984772,0.0
CUS-000075,3,522.03,174.01,2022-12-20,674,0.13353115727002968,0.0
CUS-000076,4,1598.01,399.5025,2023-02-09,623,0.1926163723916533,0.0
CUS-000077,2,481.39,240.695,2023-12-09,320,0.1875,0.0
CUS-000078,3,698.14,232.71333333333334,2022-05-08,900,0.1,0.0
CUS-000079,3,475.78,158.59333333333333,2020-12-16,1408,0.06392045454545454,0.0
CUS-000080,2,196.26999999999998,98.13499999999999,2024-06-28,118,0.5084745762711864,0.0
CUS-000081,4,1079.9,269.975,2024-02-16,251,0.4780876494023904,0.0
CUS-000083,3,1352.95,450.98333333333335,2021-12-04,1055,0.08530805687203792,0.0
CUS-000084,3,1114.56,371.52,2023-10-22,368,0.24456521739130432,0.0
CUS-000085,2,558.12,279.06,2022-10-30,725,0.08275862068965517,0.0
CUS-000086,3,677.1500000000001,225.7166666666667,2023-04-05,568,0.15845070422535212,58.19
CUS-000087,2,872.26,436.13,2024-05-19,158,0.379746835443038,0.0
CUS-000088,2,693.84,346.92,2022-11-23,701,0.08559201141226819,0.0
CUS-000089,1,43.21,43.21,2021-02-17,1345,0.022304832713754646,0.0
CUS-000091,3,510.95,170.31666666666666,2022-09-03,782,0.11508951406649616,0.0
CUS-000092,2,369.03999999999996,184.51999999999998,2022-09-07,778,0.07712082262210797,0.0
CUS-000093,5,813.95,162.79000000000002,2023-10-18,372,0.4032258064516129,0.0
CUS-000094,2,461.2,230.6,2020-02-24,1704,0.035211267605633804,0.0
CUS-000095,2,462.96,231.48,2024-01-28,270,0.2222222222222222,0.0
CUS-000096,1,222.5,222.5,2021-03-06,1328,0.022590361445783132,0.0
CUS-000097,2,282.5,141.25,2024-07-21,95,0.6315789473684211,0.0
CUS-000098,2,113.85999999999999,56.92999999999999,2023-03-12,592,0.10135135135135134,0.0
CUS-000099,2,545.86,272.93,2022-09-04,781,0.07682458386683738,0.0
CUS-000100,3,551.27,183.75666666666666,2024-05-09,168,0.5357142857142857,0.0
CUS-000101,1,249.7,249.7,2023-03-05,599,0.05008347245409015,0.0
CUS-000102,1,357.78,357.78,2024-05-19,158,0.189873417721519,0.0
CUS-000103,2,293.72,146.86,2024-07-04,112,0.5357142857142857,0.0
CUS-000104,5,673.49,134.698,2024-09-09,45,3.3333333333333335,0.0
CUS-000105,2,554.63,277.315,2023-04-06,567,0.10582010582010583,0.0
CUS-000106,2,649.62,324.81,2023-04-14,559,0.10733452593917711,0.0
CUS-000107,1,289.86,289.86,2020-04-28,1640,0.01829268292682927,0.0
CUS-000109,2,515.26,257.63,2023-07-17,465,0.12903225806451613,0.0
CUS-000110,2,537.39,268.695,2024-02-26,241,0.24896265560165975,0.0
CUS-000111,3,603.15,201.04999999999998,2022-06-05,872,0.10321100917431193,0.0
CUS-000112,1,140.47,140.47,2022-04-30,908,0.03303964757709251,0.0
CUS-000113,3,1314.51,438.17,2022-08-15,801,0.11235955056179775,0.0
CUS-000114,2,300.66,150.33,2023-10-28,362,0.16574585635359115,502.87
CUS-000115,1,192.23,192.23,2024-03-15,223,0.13452914798206278,0.0
CUS-000116,4,948.6199999999999,237.15499999999997,2024-03-14,224,0.5357142857142857,0.0
CUS-000117,6,1496.39,249.39833333333334,2024-10-20,4,6.0,0.0
CUS-000118,1,142.25,142.25,2024-07-14,102,0.29411764705882354,0.0
CUS-000119,2,366.41999999999996,183.20999999999998,2022-07-11,836,0.07177033492822966,0.0
CUS-000120,1,127.18,127.18,2024-03-03,235,0.12765957446808512,0.0
CUS-000121,2,129.51,64.755,2024-10-24,0,2.0,0.0
CUS-000122,1,785.7,785.7,2023-10-11,379,0.079155672823219,198.35
CUS-000123,3,915.42,305.14,2021-09-25,1125,0.08,0.0
CUS-000124,1,99.35,99.35,2022-07-16,831,0.036101083032490974,0.0
CUS-000125,4,1435.8100000000002,358.95250000000004,2024-03-07,231,0.5194805194805194,0.0
CUS-000126,2,1165.98,582.99,2024-05-04,173,0.3468208092485549,0.0
CUS-000127,2,291.39,145.695,2022-10-07,748,0.08021390374331551,0.0
CUS-000128,1,117.45,117.45,2022-06-09,868,0.03456221198156682,0.0
CUS-000129,1,677.57,677.57,2021-10-26,1094,0.027422303473491772,0.0
CUS-000130,1,88.98,88.98,2024-03-03,235,0.12765957446808512,0.0
CUS-000131,5,1521.43,304.286,2024-03-02,236,0.6355932203389831,0.0
CUS-000132,2,382.73,191.365,2024-01-17,281,0.21352313167259784,0.0
CUS-000133,2,543.8,271.9,2023-08-21,430,0.13953488372093023,155.32
CUS-000134,2,692.4,346.2,2023-11-29,330,0.18181818181818182,0.0
CUS-000136,1,272.40000000000003,272.40000000000003,2024-03-12,226,0.13274336283185842,298.48
CUS-000137,1,572.67,572.67,2023-10-23,367,0.08174386920980926,404.21
CUS-000138,2,1107.38,553.69,2024-04-16,191,0.31413612565445026,0.0
CUS-000139,1,348.15000000000003,348.15000000000003,2023-06-15,497,0.060362173038229376,0.0
CUS-000140,5,2539.15,507.83000000000004,2024-03-21,217,0.6912442396313364,0.0
CUS-000141,3,905.09,301.69666666666666,2022-12-24,670,0.13432835820895522,0.0
CUS-000142,2,193.06,96.53,2023-10-11,379,0.158311345646438,0.0
CUS-000143,2,672.36,336.18,2023-05-29,514,0.11673151750972763,0.0
CUS-000144,1,47.61,47.61,2024-01-31,267,0.11235955056179775,0.0
CUS-000145,3,643.78,214.59333333333333,2022-05-18,890,0.10112359550561797,0.0
CUS-000146,3,1033.98,344.66,2024-06-22,124,0.7258064516129031,0.0
CUS-000147,1,147.35,147.35,2022-06-20,857,0.03500583430571762,0.0
CUS-000148,5,1057.53,211.506,2022-11-18,706,0.21246458923512745,0.0
CUS-000149,1,315.74,315.74,2023-10-06,384,0.078125,0.0
CUS-000150,2,61.78,30.89,2024-01-08,290,0.20689655172413796,0.0
CUS-000151,3,2065.08,688.36,2022-01-30,998,0.09018036072144289,0.0
CUS-000152,8,2789.1,348.6375,2024-04-29,178,1.348314606741573,0.0
CUS-000153,2,141.4,70.7,2021-03-17,1317,0.04555808656036447,0.0
CUS-000155,1,76.15,76.15,2020-10-31,1454,0.02063273727647868,0.0
CUS-000156,2,265.16999999999996,132.58499999999998,2023-04-09,564,0.10638297872340426,0.0
CUS-000157,5,1147.42,229.484,2024-08-23,62,2.419354838709677,0.0
CUS-000158,3,1949.65,649.8833333333333,2024-03-21,217,0.4147465437788018,0.0
CUS-000159,2,853.74,426.87,2021-09-23,1127,0.05323868677905944,0.0
CUS-000160,5,745.52,149.10399999999998,2022-10-12,743,0.2018842530282638,0.0
CUS-000161,1,35.3,35.3,2024-05-01,176,0.17045454545454547,101.73
CUS-000162,1,186.56,186.56,2024-06-02,144,0.20833333333333334,0.0
CUS-000163,4,2247.06,561.765,2024-06-15,131,0.9160305343511451,0.0
CUS-000165,4,799.8199999999999,199.95499999999998,2023-08-30,421,0.2850356294536817,0.0
CUS-000166,3,709.55,236.51666666666665,2022-12-31,663,0.13574660633484162,0.0
CUS-000167,5,1331.3000000000002,266.26000000000005,2023-07-19,463,0.32397408207343414,0.0
CUS-000168,3,552.6400000000001,184.21333333333337,2024-10-09,15,3.0,0.0
CUS-000169,3,2292.81,764.27,2023-09-20,400,0.22499999999999998,0.0
CUS-000170,2,307.03999999999996,153.51999999999998,2024-03-06,232,0.25862068965517243,0.0
CUS-000171,1,1298.88,1298.88,2022-01-30,998,0.030060120240480964,0.0
CUS-000172,4,1009.3999999999999,252.34999999999997,2024-09-03,51,2.3529411764705883,0.0
CUS-000174,3,851.8599999999999,283.9533333333333,2024-04-29,178,0.5056179775280899,0.0
CUS-000175,7,1393.59,199.0842857142857,2024-10-06,18,7.0,0.0
CUS-000177,1,322.62,322.62,2023-01-26,637,0.04709576138147566,0.0
CUS-000178,3,1004.29,334.7633333333333,2023-10-10,380,0.2368421052631579,0.0
CUS-000180,1,112.13,112.13,2022-05-26,882,0.034013605442176874,0.0
CUS-000181,2,1304.53,652.265,2023-07-15,467,0.1284796573875803,0.0
CUS-000182,3,588.62,196.20666666666668,2022-09-07,778,0.11568123393316196,0.0
CUS-000183,4,1316.71,329.1775,2023-09-07,413,0.29055690072639223,0.0
CUS-000184,3,435.86,145.28666666666666,2023-07-21,461,0.19522776572668113,0.0
CUS-000185,7,2240.02,320.0028571428571,2023-08-04,447,0.4697986577181208,0.0
CUS-000186,1,42.61,42.61,2022-01-12,1016,0.02952755905511811,0.0
CUS-000187,3,533.8199999999999,177.93999999999997,2023-08-08,443,0.20316027088036115,0.0
CUS-000188,2,379.76,189.88,2022-03-30,939,0.06389776357827476,0.0
CUS-000189,2,336.69,168.345,2023-10-27,363,0.1652892561983471,0.0
CUS-000191,2,1263.49,631.745,2022-09-29,756,0.07936507936507936,0.0
CUS-000193,1,93.51,93.51,2023-07-07,475,0.06315789473684211,0.0
CUS-000194,2,447.53999999999996,223.76999999999998,2023-10-02,388,0.15463917525773196,0.0
CUS-000195,2,914.72,457.36,2022-12-21,673,0.08915304606240713,0.0
CUS-000196,1,128.11,128.11,2024-06-18,128,0.234375,0.0
CUS-000197,1,382.1,382.1,2021-11-08,1081,0.02775208140610546,0.0
CUS-000198,4,797.11,199.2775,2023-12-19,310,0.3870967741935484,0.0
CUS-000199,6,1400.3,233.38333333333333,2024-10-01,23,6.0,0.0
CUS-000200,1,117.87,117.87,2020-01-27,1732,0.017321016166281754,0.0
CUS-000201,3,445.24,148.41333333333333,2024-08-31,54,1.6666666666666665,0.0
CUS-000202,8,2101.26,262.6575,2024-05-30,147,1.6326530612244896,0.0
CUS-000203,1,721.61,721.61,2022-01-20,1008,0.02976190476190476,0.0
CUS-000204,3,858.1700000000001,286.0566666666667,2023-06-11,501,0.17964071856287425,0.0
CUS-000205,1,105.2,105.2,2021-06-13,1229,0.02441008950366151,0.0
CUS-000206,4,1241.5,310.375,2023-02-05,627,0.19138755980861244,0.0
CUS-000208,1,421.69000000000005,421.69000000000005,2022-10-10,745,0.04026845637583893,551.32
CUS-000209,4,1332.08,333.02,2023-09-21,399,0.3007518796992481,158.68
CUS-000210,1,15.93,15.93,2021-09-22,1128,0.026595744680851064,0.0
CUS-000211,2,410.97999999999996,205.48999999999998,2022-02-09,988,0.06072874493927126,0.0
CUS-000212,4,970.17,242.5425,2024-09-06,48,2.5,0.0
CUS-000213,2,734.59,367.295,2022-08-07,809,0.07416563658838073,0.0
CUS-000215,3,253.06,84.35333333333334,2023-10-20,370,0.24324324324324323,637.7099999999999
CUS-000216,2,595.9200000000001,297.96000000000004,2023-12-10,319,0.18808777429467086,0.0
CUS-000217,1,76.72,76.72,2023-10-29,361,0.08310249307479224,0.0
CUS-000218,4,843.17,210.7925,2021-04-29,1274,0.09419152276295133,0.0
CUS-000219,2,389.69,194.845,2022-07-07,840,0.07142857142857142,0.0
CUS-000220,2,75.18,37.59,2023-03-20,584,0.10273972602739727,0.0
CUS-000221,1,116.69,116.69,2024-04-17,190,0.15789473684210528,0.0
CUS-000222,3,1657.87,552.6233333333333,2024-06-03,143,0.6293706293706294,0.0
CUS-000223,1,84.78,84.78,2021-03-12,1322,0.0226928895612708,0.0
CUS-000224,1,91.67,91.67,2021-10-08,1112,0.02697841726618705,0.0
CUS-000225,2,741.28,370.64,2022-06-17,860,0.06976744186046512,0.0
CUS-000227,2,427.74,213.87,2021-10-04,1116,0.05376344086021505,256.99
CUS-000228,2,573.65,286.825,2024-03-20,218,0.27522935779816515,212.24
CUS-000229,2,205.35000000000005,102.67500000000003,2023-01-30,633,0.0947867298578199,0.0
CUS-000230,3,744.96,248.32000000000002,2023-09-30,390,0.23076923076923078,0.0
CUS-000232,3,447.57,149.19,2024-06-13,133,0.6766917293233082,0.0
CUS-000233,2,1081.0700000000002,540.5350000000001,2024-07-19,97,0.6185567010309279,0.0
CUS-000234,1,119.28,119.28,2021-01-04,1389,0.021598272138228944,0.0
CUS-000235,1,42.51,42.51,2022-04-29,909,0.033003300330033,147.24
CUS-000237,3,1070.63,356.8766666666667,2023-07-26,456,0.19736842105263158,0.0
CUS-000239,2,502.20000000000005,251.10000000000002,2024-05-25,152,0.39473684210526316,0.0
CUS-000241,1,421.54,421.54,2021-03-09,1325,0.022641509433962266,0.0
CUS-000243,3,547.74,182.58,2023-10-13,377,0.2387267904509284,0.0
CUS-000245,1,114.96,114.96,2023-01-28,635,0.047244094488188976,0.0
CUS-000246,2,621.36,310.68,2022-03-30,939,0.06389776357827476,0.0
CUS-000247,3,957.0000000000001,319.00000000000006,2024-05-01,176,0.5113636363636364,0.0
CUS-000248,3,272.18,90.72666666666667,2024-02-01,266,0.3383458646616541,0.0
CUS-000249,4,910.1400000000001,227.53500000000003,2023-10-01,389,0.30848329048843187,145.37
CUS-000250,1,285.4,285.4,2023-01-02,661,0.0453857791225416,0.0
CUS-000252,1,109.68,109.68,2021-01-07,1386,0.021645021645021644,0.0
CUS-000253,1,424.76,424.76,2021-07-18,1194,0.02512562814070352,0.0
CUS-000254,1,139.63,139.63,2021-08-18,1163,0.025795356835769563,246.85
CUS-000255,6,1740.77,290.12833333333333,2024-01-28,270,0.6666666666666666,0.0
CUS-000256,1,702.37,702.37,2021-01-09,1384,0.02167630057803468,0.0
CUS-000257,1,54.51,54.51,2021-02-25,1337,0.022438294689603587,0.0
CUS-000258,2,315.32,157.66,2023-08-08,443,0.13544018058690743,0.0
CUS-000260,1,202.39,202.39,2021-05-22,1251,0.023980815347721823,0.0
CUS-000261,1,364.84,364.84,2022-09-10,775,0.03870967741935484,0.0
CUS-000262,2,800.02,400.01,2022-09-08,777,0.07722007722007722,0.0
CUS-000263,3,784.79,261.59666666666664,2024-01-09,289,0.31141868512110726,127.18
CUS-000264,3,778.77,259.59,2022-11-14,710,0.1267605633802817,0.0
CUS-000265,1,150.74,150.74,2020-05-29,1609,0.018645121193287758,0.0
CUS-000266,4,1077.3899999999999,269.34749999999997,2024-05-23,154,0.7792207792207791,0.0
CUS-000267,2,272.34000000000003,136.17000000000002,2022-06-12,865,0.06936416184971099,0.0
CUS-000268,2,252.42,126.21,2024-05-13,164,0.36585365853658536,0.0
CUS-000270,4,1239.71,309.9275,2023-11-01,358,0.33519553072625696,0.0
CUS-000271,3,846.87,282.29,2024-03-29,209,0.43062200956937796,0.0
CUS-000272,3,246.60000000000002,82.2,2023-10-10,380,0.2368421052631579,0.0
CUS-000273,1,191.72,191.72,2020-04-17,1651,0.018170805572380377,0.0
CUS-000274,3,1161.69,387.23,2024-06-27,119,0.7563025210084033,741.72
CUS-000275,3,711.62,237.20666666666668,2023-03-28,576,0.15625,0.0
CUS-000276,2,237.01999999999998,118.50999999999999,2022-08-30,786,0.07633587786259542,0.0
CUS-000278,4,1955.25,488.8125,2024-01-08,290,0.4137931034482759,0.0
CUS-000279,5,1357.12,271.424,2024-10-01,23,5.0,0.0
CUS-000280,2,263.21000000000004,131.60500000000002,2020-10-11,1474,0.0407055630936228,0.0
CUS-000281,3,867.9,289.3,2024-03-01,237,0.37974683544303794,0.0
CUS-000283,2,514.67,257.335,2022-05-07,901,0.06659267480577136,0.0
CUS-000284,1,217.6,217.6,2022-03-25,944,0.03177966101694915,0.0
CUS-000285,2,375.03999999999996,187.51999999999998,2022-09-24,761,0.07884362680683311,0.0
CUS-000286,5,618.16,123.63199999999999,2024-06-29,117,1.2820512820512822,0.0
CUS-000287,3,664.6999999999999,221.56666666666663,2023-05-15,528,0.17045454545454544,0.0
CUS-000288,1,108.26,108.26,2020-12-17,1407,0.021321961620469083,0.0
CUS-000289,2,726.8000000000001,363.40000000000003,2022-06-12,865,0.06936416184971099,123.2
CUS-000290,5,705.46,141.092,2023-06-12,500,0.3,0.0
CUS-000291,2,784.76,392.38,2022-12-22,672,0.08928571428571429,0.0
CUS-000292,3,1015.27,338.42333333333335,2023-08-21,430,0.20930232558139533,0.0
CUS-000293,2,270.96000000000004,135.48000000000002,2022-05-14,894,0.06711409395973154,0.0
CUS-000294,2,212.22,106.11,2021-09-12,1138,0.05272407732864675,0.0
CUS-000296,4,522.1,130.525,2024-06-07,139,0.8633093525179856,0.0
CUS-000297,3,308.02000000000004,102.67333333333335,2024-06-13,133,0.6766917293233082,0.0
CUS-000298,3,556.9,185.63333333333333,2022-07-25,822,0.10948905109489052,242.25
CUS-000299,3,596.22,198.74,2024-02-03,264,0.3409090909090909,0.0
CUS-000300,4,1473.4099999999999,368.35249999999996,2024-02-14,253,0.4743083003952569,0.0
CUS-000301,1,263.06,263.06,2023-12-29,300,0.1,0.0
CUS-000302,1,707.35,707.35,2024-01-17,281,0.10676156583629892,0.0
CUS-000303,1,218.43,218.43,2022-10-17,738,0.04065040650406504,0.0
CUS-000304,4,1985.65,496.4125,2024-04-25,182,0.6593406593406593,73.78
CUS-000305,3,773.89,257.9633333333333,2022-12-25,669,0.13452914798206278,0.0
CUS-000306,2,770.6000000000001,385.30000000000007,2021-09-25,1125,0.05333333333333334,0.0
CUS-000308,2,815.4499999999999,407.72499999999997,2023-09-10,410,0.14634146341463417,0.0
CUS-000309,5,1162.29,232.458,2024-07-25,91,1.6483516483516485,0.0
CUS-000310,2,439.71000000000004,219.85500000000002,2024-08-06,79,0.759493670886076,0.0
CUS-000311,1,314.21000000000004,314.21000000000004,2024-09-12,42,0.7142857142857143,0.0
CUS-000312,1,529.52,529.52,2022-03-20,949,0.03161222339304531,0.0
CUS-000313,3,708.6,236.20000000000002,2024-03-27,211,0.4265402843601896,0.0
CUS-000314,3,379.9,126.63333333333333,2024-07-21,95,0.9473684210526316,0.0
CUS-000315,1,89.36,89.36,2021-12-02,1057,0.028382213812677387,0.0
CUS-000316,1,48.69,48.69,2020-07-08,1569,0.019120458891013385,0.0
CUS-000317,2,473.22,236.61,2024-01-27,271,0.22140221402214022,0.0
CUS-000318,1,224.92,224.92,2020-12-23,1401,0.021413276231263382,0.0
CUS-000319,1,89.46,89.46,2022-02-16,981,0.030581039755351678,0.0
CUS-000320,5,1431.65,286.33000000000004,2023-12-08,321,0.4672897196261683,0.0
CUS-000321,3,667.6700000000001,222.5566666666667,2023-11-24,335,0.26865671641791045,0.0
CUS-000322,2,566.4499999999999,283.22499999999997,2023-09-04,416,0.14423076923076922,0.0
CUS-000323,5,531.87,106.374,2023-04-25,548,0.2737226277372263,0.0
CUS-000324,4,1056.99,264.2475,2022-12-19,675,0.17777777777777778,0.0
CUS-000325,1,776.23,776.23,2022-12-16,678,0.04424778761061947,0.0
CUS-000326,1,83.18,83.18,2021-03-22,1312,0.022865853658536585,179.15
CUS-000327,2,415.28999999999996,207.64499999999998,2022-04-06,932,0.06437768240343347,0.0
CUS-000328,2,319.09999999999997,159.54999999999998,2024-03-30,208,0.28846153846153844,0.0
CUS-000329,1,180.22,180.22,2023-09-24,396,0.07575757575757576,0.0
CUS-000330,3,1085.7,361.90000000000003,2023-07-27,455,0.19780219780219782,0.0
CUS-000331,2,299.15000000000003,149.57500000000002,2023-09-20,400,0.15,0.0
CUS-000332,1,223.22,223.22,2024-10-12,12,1.0,60.55
CUS-000333,4,1423.29,355.8225,2022-02-05,992,0.12096774193548386,0.0
CUS-000334,6,568.1899999999999,94.69833333333332,2024-03-22,216,0.8333333333333333,121.94
CUS-000336,1,227.4,227.4,2022-11-04,720,0.041666666666666664,0.0
CUS-000337,3,1117.22,372.4066666666667,2023-11-25,334,0.2694610778443114,0.0
CUS-000338,1,100.17,100.17,2024-06-04,142,0.2112676056338028,0.0
CUS-000339,2,567.64,283.82,2021-09-04,1146,0.05235602094240837,0.0
CUS-000340,1,489.8,489.8,2020-04-15,1653,0.018148820326678767,0.0
CUS-000341,3,628.24,209.41333333333333,2023-10-21,369,0.24390243902439024,0.0
CUS-000342,4,795.1400000000001,198.78500000000003,2024-08-09,76,1.5789473684210527,0.0
CUS-000343,3,323.12,107.70666666666666,2022-01-09,1019,0.08832188420019627,0.0
CUS-000344,1,107.02,107.02,2021-04-10,1293,0.02320185614849188,0.0
CUS-000345,2,115.91,57.955,2022-09-04,781,0.07682458386683738,89.22
CUS-000346,2,421.5,210.75,2023-04-10,563,0.10657193605683837,0.0
CUS-000347,3,506.7,168.9,2022-03-24,945,0.09523809523809523,0.0
CUS-000348,3,630.1700000000001,210.0566666666667,2021-12-14,1045,0.08612440191387559,0.0
CUS-000349,7,1023.45,146.20714285714286,2024-01-22,276,0.7608695652173914,0.0
CUS-000350,3,420.37,140.12333333333333,2023-06-11,501,0.17964071856287425,0.0
CUS-000351,1,191.72,191.72,2022-11-07,717,0.041841004184100423,0.0
CUS-000352,2,349.67,174.835,2023-06-24,488,0.12295081967213116,0.0
CUS-000353,2,733.9,366.95,2023-11-07,352,0.17045454545454547,0.0
CUS-000354,2,373.84000000000003,186.92000000000002,2022-12-05,689,0.08708272859216257,0.0
CUS-000355,6,1456.76,242.79333333333332,2022-02-20,977,0.18423746161719548,0.0
CUS-000356,3,877.9200000000001,292.64000000000004,2024-07-21,95,0.9473684210526316,24.09
CUS-000357,5,727.51,145.502,2023-05-28,515,0.2912621359223301,0.0
CUS-000358,4,1572.9,393.225,2023-07-16,466,0.2575107296137339,0.0
CUS-000360,2,607.54,303.77,2021-08-16,1165,0.05150214592274678,0.0
CUS-000361,1,184.89,184.89,2020-08-19,1527,0.019646365422396856,0.0
CUS-000362,1,309.79999999999995,309.79999999999995,2021-09-25,1125,0.02666666666666667,0.0
CUS-000363,1,335.96000000000004,335.96000000000004,2020-08-27,1519,0.019749835418038184,0.0
CUS-000364,3,872.46,290.82,2022-08-10,806,0.11166253101736973,0.0
CUS-000365,3,392.61,130.87,2022-07-12,835,0.10778443113772455,0.0
CUS-000366,2,512.8199999999999,256.40999999999997,2023-08-06,445,0.1348314606741573,0.0
CUS-000367,4,600.84,150.21,2022-04-14,924,0.12987012987012986,0.0
CUS-000368,3,729.5799999999999,243.1933333333333,2023-11-24,335,0.26865671641791045,0.0
CUS-000369,4,528.48,132.12,2024-09-27,27,4.0,0.0
CUS-000370,3,370.65000000000003,123.55000000000001,2023-07-26,456,0.19736842105263158,0.0
CUS-000371,3,979.6700000000001,326.5566666666667,2023-10-11,379,0.237467018469657,0.0
CUS-000372,3,1385.77,461.92333333333335,2024-09-03,51,1.7647058823529411,0.0
CUS-000373,2,577.5899999999999,288.79499999999996,2022-11-20,704,0.08522727272727273,0.0
CUS-000374,2,272.22,136.11,2024-08-22,63,0.9523809523809523,0.0
