order_id,customer_id,order_date,channel,store_id,fulfillment_method,order_status,payment_method,gross_order_value,discount_amount,shipping_fee,tax_amount,prior_orders,prior_revenue,prior_avg_order,days_since_prior,month,day_of_week
ORD-00039194,CUS-000013,2021-02-12,Mobile,,Click & Collect,Completed,Cash,79.57,0.0,0.0,11.94,0.0,0.0,,,2,4
ORD-00001621,CUS-000013,2021-04-21,Marketplace,,Home Delivery,Completed,Cash,38.03,0.0,49.0,5.7,1.0,79.57,79.57,68.0,4,2
ORD-00012671,CUS-000013,2021-09-01,Website,,Click & Collect,Completed,Buy Now Pay Later,65.24,0.0,0.0,9.79,2.0,117.59999999999998,58.79999999999999,133.0,9,2
ORD-00030576,CUS-000013,2021-09-26,Marketplace,,Click & Collect,Completed,Buy Now Pay Later,472.84,0.0,0.0,70.93,3.0,182.83999999999997,60.94666666666666,25.0,9,6
ORD-00018272,CUS-000014,2020-02-16,Store,STR-043,In Store,Completed,Cash,32.66,0.0,0.0,4.9,0.0,0.0,,,2,6
ORD-00013058,CUS-000014,2020-04-30,Store,STR-008,In Store,Completed,Card,533.65,41.0,0.0,73.9,1.0,32.65999999999997,32.65999999999997,74.0,4,3
ORD-00016039,CUS-000014,2022-12-24,Mobile,,Home Delivery,Completed,EFT,111.0,0.0,49.0,16.65,2.0,566.31,283.155,968.0,12,5
ORD-00017855,CUS-000014,2026-05-27,Store,STR-003,In Store,Completed,EFT,225.06,0.0,0.0,33.76,3.0,677.31,225.76999999999998,1250.0,5,2
ORD-00001854,CUS-000015,2026-07-21,Website,,Home Delivery,Completed,EFT,91.62,27.49,49.0,9.62,0.0,0.0,,,7,1
ORD-00017319,CUS-000016,2024-05-02,Website,,Home Delivery,Completed,Cash,39.7,0.0,49.0,5.96,0.0,0.0,,,5,3
ORD-00016455,CUS-000016,2025-05-14,Store,STR-020,In Store,Completed,Digital Wallet,572.54,64.64,0.0,76.18,1.0,39.700000000000045,39.700000000000045,377.0,5,2
ORD-00031173,CUS-000017,2025-03-08,Website,,Courier,Completed,Card,268.4,0.0,69.0,40.26,0.0,0.0,,,3,5
ORD-00028062,CUS-000017,2025-10-31,Store,STR-019,In Store,Completed,Cash,78.01,0.0,0.0,11.7,1.0,268.4,268.4,237.0,10,4
ORD-00035940,CUS-000018,2021-09-23,Website,,Courier,Completed,Card,113.17,0.0,89.0,16.98,0.0,0.0,,,9,3
ORD-00016558,CUS-000018,2023-05-30,Store,STR-031,In Store,Completed,Digital Wallet,176.25,0.0,0.0,26.44,1.0,113.17000000000002,113.17000000000002,614.0,5,1
ORD-00001339,CUS-000018,2025-01-10,Store,STR-012,In Store,Completed,Card,191.72,9.59,0.0,27.32,2.0,289.41999999999996,144.70999999999998,591.0,1,4
ORD-00003639,CUS-000018,2025-05-03,Store,STR-041,In Store,Completed,Card,451.27,17.42,0.0,65.08,3.0,481.14,160.38,113.0,5,5
ORD-00040004,CUS-000019,2022-03-12,Store,STR-023,In Store,Completed,Buy Now Pay Later,302.53,0.0,0.0,45.38,0.0,0.0,,,3,5
ORD-00032524,CUS-000019,2022-04-05,Website,,Home Delivery,Completed,Digital Wallet,331.68,0.0,49.0,49.75,1.0,302.53000000000003,302.53000000000003,24.0,4,1
ORD-00013362,CUS-000019,2022-05-16,Store,STR-005,In Store,Completed,Buy Now Pay Later,134.46,0.0,0.0,20.17,2.0,634.2099999999999,317.10499999999996,41.0,5,0
ORD-00044436,CUS-000019,2023-10-16,Store,STR-009,In Store,Completed,Cash,212.28,0.0,0.0,31.84,3.0,768.6700000000001,256.22333333333336,518.0,10,0
ORD-00040382,CUS-000020,2021-09-24,Website,,Home Delivery,Completed,EFT,177.08,0.0,69.0,26.56,0.0,0.0,,,9,4
ORD-00020188,CUS-000020,2022-07-07,Store,STR-014,In Store,Completed,Card,302.87,0.0,0.0,45.43,1.0,177.08000000000004,177.08000000000004,286.0,7,3
ORD-00014165,CUS-000020,2024-04-21,Store,STR-038,In Store,Completed,Buy Now Pay Later,157.26,0.0,0.0,23.59,2.0,479.95000000000005,239.97500000000002,654.0,4,6
ORD-00030082,CUS-000020,2025-08-02,Mobile,,Home Delivery,Completed,Cash,300.13,0.0,49.0,45.02,3.0,637.21,212.40333333333334,468.0,8,5
ORD-00040262,CUS-000021,2023-02-05,Website,,Home Delivery,Completed,Cash,64.33,3.67,49.0,9.1,0.0,0.0,,,2,6
ORD-00043591,CUS-000021,2025-09-09,Website,,Home Delivery,Completed,EFT,173.59,0.0,49.0,26.04,1.0,64.33000000000001,64.33000000000001,947.0,9,1
ORD-00002976,CUS-000021,2025-11-02,Website,,Home Delivery,Completed,EFT,122.9,0.0,49.0,18.43,2.0,237.92,118.96,54.0,11,6
ORD-00018160,CUS-000022,2021-04-10,Store,STR-043,In Store,Completed,Buy Now Pay Later,1133.48,17.29,0.0,167.43,0.0,0.0,,,4,5
ORD-00040207,CUS-000022,2021-04-25,Website,,Click & Collect,Completed,Digital Wallet,390.48,0.0,0.0,58.57,1.0,1133.48,1133.48,15.0,4,6
ORD-00025458,CUS-000023,2020-07-27,Store,STR-046,In Store,Completed,EFT,119.08,0.0,0.0,17.86,0.0,0.0,,,7,0
ORD-00007543,CUS-000024,2026-06-15,Mobile,,Home Delivery,Completed,Buy Now Pay Later,281.52,0.0,69.0,42.23,0.0,0.0,,,6,0
ORD-00043514,CUS-000025,2023-06-27,Store,STR-032,In Store,Completed,Card,121.79,0.0,0.0,18.27,0.0,0.0,,,6,1
ORD-00040919,CUS-000025,2023-08-11,Mobile,,Home Delivery,Completed,Buy Now Pay Later,223.16,11.16,89.0,31.8,1.0,121.78999999999999,121.78999999999999,45.0,8,4
ORD-00036214,CUS-000025,2026-07-19,Website,,Courier,Completed,Cash,799.79,0.0,0.0,119.97,2.0,344.95000000000005,172.47500000000002,1073.0,7,6
ORD-00028966,CUS-000026,2023-06-15,Website,,Click & Collect,Completed,Cash,80.29,0.0,0.0,12.04,0.0,0.0,,,6,3
ORD-00034844,CUS-000026,2026-08-15,Store,STR-050,In Store,Completed,EFT,143.4,0.0,0.0,21.51,1.0,80.28999999999999,80.28999999999999,1157.0,8,5
ORD-00014683,CUS-000027,2020-09-17,Mobile,,Home Delivery,Completed,Buy Now Pay Later,421.15,45.55,89.0,56.34,0.0,0.0,,,9,3
ORD-00019759,CUS-000027,2021-01-03,Store,STR-007,In Store,Completed,EFT,444.05,10.13,0.0,65.09,1.0,421.15000000000003,421.15000000000003,108.0,1,6
ORD-00020666,CUS-000028,2021-04-18,Store,STR-034,In Store,Completed,Buy Now Pay Later,125.59,25.12,0.0,15.07,0.0,0.0,,,4,6
ORD-00039119,CUS-000028,2021-12-03,Mobile,,Home Delivery,Completed,Card,212.62,0.0,49.0,31.89,1.0,125.59000000000003,125.59000000000003,229.0,12,4
ORD-00001692,CUS-000028,2022-01-20,Store,STR-042,In Store,Completed,Digital Wallet,124.57,0.0,0.0,18.69,2.0,338.21,169.105,48.0,1,3
ORD-00029032,CUS-000028,2024-05-22,Website,,Click & Collect,Completed,EFT,61.21,0.0,0.0,9.18,3.0,462.78000000000003,154.26000000000002,853.0,5,2
ORD-00033113,CUS-000028,2025-06-01,Store,STR-043,In Store,Completed,Card,337.91,0.0,0.0,50.69,4.0,523.99,130.9975,375.0,6,6
ORD-00038494,CUS-000029,2022-12-21,Website,,Click & Collect,Completed,Card,945.68,0.0,0.0,141.85,0.0,0.0,,,12,2
ORD-00003688,CUS-000029,2026-07-30,Store,STR-007,In Store,Completed,Cash,191.4,1.67,0.0,28.46,1.0,945.68,945.68,1317.0,7,3
ORD-00002761,CUS-000030,2020-02-01,Store,STR-008,In Store,Completed,EFT,263.38,10.75,0.0,37.89,0.0,0.0,,,2,5
ORD-00040552,CUS-000030,2020-07-22,Store,STR-049,In Store,Completed,EFT,223.37,3.03,0.0,33.05,1.0,263.38,263.38,172.0,7,2
ORD-00028606,CUS-000030,2024-08-05,Store,STR-006,In Store,Completed,EFT,129.84,12.99,0.0,17.53,2.0,486.75,243.375,1475.0,8,0
ORD-00012382,CUS-000031,2020-05-20,Website,,Click & Collect,Completed,Buy Now Pay Later,58.23,0.0,0.0,8.73,0.0,0.0,,,5,2
ORD-00012760,CUS-000031,2021-04-08,Website,,Home Delivery,Completed,Buy Now Pay Later,600.48,76.27,0.0,78.63,1.0,58.23000000000002,58.23000000000002,323.0,4,3
ORD-00040929,CUS-000031,2023-05-27,Mobile,,Courier,Completed,Buy Now Pay Later,403.05,40.3,49.0,54.41,2.0,658.71,329.355,779.0,5,5
ORD-00041346,CUS-000031,2023-09-11,Store,STR-024,In Store,Completed,Digital Wallet,76.36,7.63,0.0,10.31,3.0,1061.7600000000002,353.9200000000001,107.0,9,0
ORD-00040952,CUS-000032,2023-11-06,Website,,Home Delivery,Completed,Digital Wallet,756.02,49.44,0.0,105.99,0.0,0.0,,,11,0
ORD-00005741,CUS-000032,2024-10-24,Store,STR-012,In Store,Completed,Buy Now Pay Later,342.2,0.0,0.0,51.33,1.0,756.02,756.02,353.0,10,3
ORD-00005021,CUS-000033,2020-01-05,Website,,Click & Collect,Completed,Cash,238.13,54.18,0.0,27.59,0.0,0.0,,,1,6
ORD-00019378,CUS-000033,2024-12-25,Mobile,,Home Delivery,Completed,Cash,104.11,0.0,49.0,15.62,1.0,238.13,238.13,1816.0,12,2
ORD-00006856,CUS-000034,2020-06-22,Store,STR-032,In Store,Completed,Buy Now Pay Later,52.63,0.0,0.0,7.89,0.0,0.0,,,6,0
ORD-00009004,CUS-000034,2023-08-06,Website,,Home Delivery,Completed,Cash,133.53,0.0,89.0,20.03,1.0,52.629999999999995,52.629999999999995,1140.0,8,6
ORD-00010193,CUS-000034,2025-11-11,Website,,Click & Collect,Completed,Digital Wallet,158.19,23.73,0.0,20.17,2.0,186.16000000000003,93.08000000000001,828.0,11,1
ORD-00002187,CUS-000034,2026-03-19,Website,,Home Delivery,Completed,EFT,240.9,0.0,49.0,36.14,3.0,344.35,114.78333333333335,128.0,3,3
ORD-00005702,CUS-000035,2020-08-22,Website,,Home Delivery,Completed,EFT,322.7,20.48,69.0,45.33,0.0,0.0,,,8,5
ORD-00023638,CUS-000035,2022-01-07,Mobile,,Home Delivery,Completed,Card,214.63,4.71,69.0,31.49,1.0,322.69999999999993,322.69999999999993,503.0,1,4
ORD-00035861,CUS-000035,2025-02-09,Website,,Home Delivery,Completed,Card,32.8,0.0,89.0,4.92,2.0,537.33,268.665,1129.0,2,6
ORD-00003568,CUS-000035,2026-02-12,Website,,Home Delivery,Completed,Cash,473.13,0.0,49.0,70.97,3.0,570.13,190.04333333333332,368.0,2,3
ORD-00010807,CUS-000036,2023-02-14,Store,STR-049,In Store,Completed,Buy Now Pay Later,471.35,94.27,0.0,56.56,0.0,0.0,,,2,1
ORD-00036407,CUS-000036,2023-04-11,Marketplace,,Click & Collect,Completed,Card,456.5,20.08,0.0,65.46,1.0,471.35,471.35,56.0,4,1
ORD-00036744,CUS-000036,2023-09-23,Website,,Home Delivery,Completed,Buy Now Pay Later,926.63,41.73,0.0,132.73,2.0,927.85,463.925,165.0,9,5
ORD-00017504,CUS-000037,2024-06-02,Store,STR-034,In Store,Completed,Buy Now Pay Later,19.79,0.0,0.0,2.97,0.0,0.0,,,6,6
ORD-00028114,CUS-000038,2020-10-28,Website,,Courier,Completed,Digital Wallet,50.25,0.0,69.0,7.54,0.0,0.0,,,10,2
ORD-00020343,CUS-000038,2021-01-14,Store,STR-001,In Store,Completed,Cash,241.96,8.57,0.0,35.01,1.0,50.25000000000003,50.25000000000003,78.0,1,3
ORD-00005481,CUS-000038,2021-02-15,Mobile,,Home Delivery,Completed,Digital Wallet,30.4,0.0,69.0,4.56,2.0,292.21000000000004,146.10500000000002,32.0,2,0
ORD-00001616,CUS-000038,2021-08-07,Website,,Home Delivery,Completed,Cash,231.78000000000003,0.0,69.0,34.77,3.0,322.61000000000007,107.53666666666669,173.0,8,5
ORD-00022504,CUS-000038,2024-07-21,Store,STR-015,In Store,Completed,Card,86.93,0.0,0.0,13.04,4.0,554.3900000000001,138.59750000000003,1079.0,7,6
ORD-00035584,CUS-000038,2024-09-11,Website,,Click & Collect,Completed,Buy Now Pay Later,91.72,0.0,0.0,13.76,5.0,641.32,128.264,52.0,9,2
ORD-00005581,CUS-000038,2025-03-19,Store,STR-004,In Store,Completed,Card,150.88,22.35,0.0,19.28,6.0,733.0400000000001,122.17333333333335,189.0,3,2
ORD-00030458,CUS-000038,2025-10-29,Website,,Click & Collect,Completed,Digital Wallet,844.46,69.03,0.0,116.31,7.0,883.9200000000001,126.27428571428572,224.0,10,2
ORD-00005136,CUS-000039,2020-10-10,Website,,Home Delivery,Completed,EFT,65.14,0.0,89.0,9.77,0.0,0.0,,,10,5
ORD-00026209,CUS-000039,2021-06-29,Store,STR-043,In Store,Completed,Card,397.0,11.39,0.0,57.84,1.0,65.13999999999999,65.13999999999999,262.0,6,1
ORD-00034752,CUS-000039,2022-01-20,Website,,Home Delivery,Completed,Card,36.79,5.52,69.0,4.69,2.0,462.14,231.07,205.0,1,3
ORD-00029180,CUS-000039,2024-10-04,Store,STR-029,In Store,Completed,Card,194.61,3.01,0.0,28.74,3.0,498.92999999999995,166.30999999999997,988.0,10,4
ORD-00039634,CUS-000040,2024-11-20,Website,,Home Delivery,Completed,Cash,111.83,0.0,89.0,16.77,0.0,0.0,,,11,2
ORD-00019152,CUS-000040,2026-03-26,Mobile,,Courier,Completed,EFT,379.17,0.0,49.0,56.88,1.0,111.82999999999998,111.82999999999998,491.0,3,3
ORD-00038877,CUS-000041,2020-10-19,Mobile,,Click & Collect,Completed,EFT,260.88,0.0,0.0,39.13,0.0,0.0,,,10,0
ORD-00009176,CUS-000041,2025-09-28,Website,,Home Delivery,Completed,Buy Now Pay Later,507.99,0.0,0.0,76.2,1.0,260.88,260.88,1805.0,9,6
ORD-00031947,CUS-000042,2022-10-01,Website,,Home Delivery,Completed,Digital Wallet,318.43,9.22,49.0,46.38,0.0,0.0,,,10,5
ORD-00042177,CUS-000042,2024-11-29,Store,STR-036,In Store,Completed,Buy Now Pay Later,52.46,0.0,0.0,7.87,1.0,318.43,318.43,790.0,11,4
ORD-00005935,CUS-000043,2020-08-18,Store,STR-028,In Store,Completed,Digital Wallet,109.55,0.0,0.0,16.43,0.0,0.0,,,8,1
ORD-00038840,CUS-000043,2022-03-11,Store,STR-021,In Store,Completed,Buy Now Pay Later,82.67,0.0,0.0,12.4,1.0,109.55,109.55,570.0,3,4
ORD-00036959,CUS-000044,2020-02-05,Marketplace,,Home Delivery,Completed,Buy Now Pay Later,242.48,27.38,89.0,32.26,0.0,0.0,,,2,2
ORD-00042719,CUS-000044,2023-08-31,Website,,Home Delivery,Completed,Digital Wallet,133.63,7.58,69.0,18.91,1.0,242.48000000000002,242.48000000000002,1303.0,8,3
ORD-00019895,CUS-000044,2024-05-15,Marketplace,,Home Delivery,Completed,Digital Wallet,115.87,0.0,89.0,17.38,2.0,376.11,188.055,258.0,5,2
ORD-00030693,CUS-000045,2022-12-22,Mobile,,Click & Collect,Completed,Card,336.69,0.0,0.0,50.5,0.0,0.0,,,12,3
ORD-00004182,CUS-000045,2026-02-17,Store,STR-048,In Store,Completed,Cash,689.66,0.0,0.0,103.45,1.0,336.68999999999994,336.68999999999994,1153.0,2,1
ORD-00035051,CUS-000046,2020-11-11,Website,,Home Delivery,Completed,Card,113.9,4.38,89.0,16.43,0.0,0.0,,,11,2
ORD-00043052,CUS-000046,2021-10-13,Website,,Home Delivery,Completed,Digital Wallet,388.55,27.28,69.0,54.19,1.0,113.90000000000003,113.90000000000003,336.0,10,2
ORD-00031006,CUS-000047,2021-03-13,Store,STR-009,In Store,Completed,Digital Wallet,378.92,20.81,0.0,53.72,0.0,0.0,,,3,5
ORD-00040315,CUS-000047,2021-08-25,Website,,Click & Collect,Completed,Card,217.22,0.0,0.0,32.58,1.0,378.91999999999996,378.91999999999996,165.0,8,2
ORD-00030008,CUS-000047,2022-04-27,Marketplace,,Home Delivery,Completed,Digital Wallet,364.74,0.0,49.0,54.71,2.0,596.14,298.07,245.0,4,2
ORD-00033824,CUS-000047,2023-04-20,Mobile,,Click & Collect,Completed,Buy Now Pay Later,148.41,0.0,0.0,22.26,3.0,960.88,320.29333333333335,358.0,4,3
ORD-00036893,CUS-000047,2024-05-03,Website,,Click & Collect,Completed,Buy Now Pay Later,341.98,0.0,0.0,51.3,4.0,1109.29,277.3225,379.0,5,4
ORD-00001990,CUS-000047,2026-07-30,Mobile,,Home Delivery,Completed,Digital Wallet,56.08,0.0,89.0,8.41,5.0,1451.27,290.254,818.0,7,3
ORD-00037360,CUS-000048,2021-12-09,Store,STR-017,In Store,Completed,EFT,657.5899999999999,0.0,0.0,98.64,0.0,0.0,,,12,3
ORD-00009738,CUS-000049,2024-02-02,Website,,Click & Collect,Completed,Buy Now Pay Later,283.41,0.0,0.0,42.51,0.0,0.0,,,2,4
ORD-00001791,CUS-000049,2026-04-30,Store,STR-005,In Store,Completed,Buy Now Pay Later,315.75,0.0,0.0,47.36,1.0,283.4100000000001,283.4100000000001,818.0,4,3
ORD-00010159,CUS-000050,2021-04-20,Mobile,,Click & Collect,Completed,EFT,18.32,0.0,0.0,2.75,0.0,0.0,,,4,1
ORD-00018621,CUS-000050,2024-10-11,Store,STR-009,In Store,Completed,EFT,400.19,0.0,0.0,60.03,1.0,18.319999999999993,18.319999999999993,1270.0,10,4
ORD-00037113,CUS-000050,2024-11-23,Mobile,,Click & Collect,Completed,Digital Wallet,164.36,16.44,0.0,22.19,2.0,418.51,209.255,43.0,11,5
ORD-00006230,CUS-000050,2026-03-03,Marketplace,,Home Delivery,Completed,EFT,286.06,0.0,69.0,42.91,3.0,582.8700000000001,194.29000000000005,465.0,3,1
ORD-00025261,CUS-000051,2021-01-11,Mobile,,Home Delivery,Completed,Digital Wallet,609.7,0.0,0.0,91.46,0.0,0.0,,,1,0
ORD-00013400,CUS-000051,2021-07-19,Mobile,,Home Delivery,Completed,EFT,38.14,0.0,49.0,5.72,1.0,609.7,609.7,189.0,7,0
ORD-00012000,CUS-000051,2024-08-23,Website,,Click & Collect,Completed,Buy Now Pay Later,119.32,0.0,0.0,17.9,2.0,647.8400000000001,323.9200000000001,1131.0,8,4
ORD-00018437,CUS-000052,2020-10-07,Mobile,,Courier,Completed,Digital Wallet,123.29,0.0,49.0,18.49,0.0,0.0,,,10,2
ORD-00034975,CUS-000052,2021-03-27,Mobile,,Home Delivery,Completed,Buy Now Pay Later,399.1,16.96,89.0,57.32,1.0,123.28999999999996,123.28999999999996,171.0,3,5
ORD-00011267,CUS-000052,2024-04-24,Store,STR-042,In Store,Completed,Buy Now Pay Later,382.65,0.0,0.0,57.4,2.0,522.39,261.195,1124.0,4,2
ORD-00008685,CUS-000052,2024-08-15,Mobile,,Click & Collect,Completed,Cash,1508.54,263.15,0.0,186.81,3.0,905.04,301.68,113.0,8,3
ORD-00020154,CUS-000052,2025-05-24,Marketplace,,Click & Collect,Completed,Card,331.44000000000005,26.54,0.0,45.73,4.0,2413.58,603.395,282.0,5,5
ORD-00005201,CUS-000053,2020-05-24,Mobile,,Home Delivery,Completed,Digital Wallet,282.02,2.18,49.0,41.98,0.0,0.0,,,5,6
ORD-00001353,CUS-000053,2020-12-25,Store,STR-034,In Store,Completed,EFT,102.88,0.0,0.0,15.43,1.0,282.02,282.02,215.0,12,4
ORD-00036904,CUS-000053,2026-02-09,Store,STR-011,In Store,Completed,Buy Now Pay Later,601.04,18.14,0.0,87.43,2.0,384.9,192.45,1872.0,2,0
ORD-00026256,CUS-000053,2026-04-26,Website,,Click & Collect,Completed,Digital Wallet,107.54,0.0,0.0,16.13,3.0,985.94,328.6466666666667,76.0,4,6
ORD-00010197,CUS-000053,2026-07-14,Website,,Click & Collect,Completed,Cash,153.42,0.0,0.0,23.01,4.0,1093.4799999999998,273.36999999999995,79.0,7,1
ORD-00005003,CUS-000053,2026-07-25,Website,,Click & Collect,Completed,EFT,243.52,0.0,0.0,36.53,5.0,1246.8999999999999,249.37999999999997,11.0,7,5
ORD-00037457,CUS-000054,2021-10-31,Mobile,,Click & Collect,Completed,Card,433.09,0.0,0.0,64.96,0.0,0.0,,,10,6
ORD-00028900,CUS-000054,2022-01-01,Store,STR-022,In Store,Completed,Card,472.26,0.0,0.0,70.84,1.0,433.0899999999999,433.0899999999999,62.0,1,5
ORD-00033307,CUS-000054,2022-02-17,Store,STR-021,In Store,Completed,Cash,242.29,0.0,0.0,36.34,2.0,905.3499999999999,452.67499999999995,47.0,2,3
ORD-00015444,CUS-000054,2022-05-16,Mobile,,Click & Collect,Completed,Card,150.74,0.0,0.0,22.61,3.0,1147.6399999999999,382.5466666666666,88.0,5,0
ORD-00032764,CUS-000055,2020-04-13,Store,STR-049,In Store,Completed,Card,118.62,0.0,0.0,17.79,0.0,0.0,,,4,0
ORD-00014771,CUS-000055,2020-10-16,Store,STR-042,In Store,Completed,Digital Wallet,655.51,0.0,0.0,98.33,1.0,118.62,118.62,186.0,10,4
ORD-00010078,CUS-000055,2025-09-24,Mobile,,Home Delivery,Completed,Digital Wallet,108.5,0.0,69.0,16.27,2.0,774.13,387.065,1804.0,9,2
ORD-00015992,CUS-000055,2026-03-02,Store,STR-036,In Store,Completed,Card,64.55,0.0,0.0,9.68,3.0,882.63,294.21,159.0,3,0
ORD-00037717,CUS-000056,2021-01-05,Mobile,,Courier,Completed,Buy Now Pay Later,23.41,0.0,69.0,3.51,0.0,0.0,,,1,1
ORD-00018350,CUS-000056,2021-06-18,Store,STR-020,In Store,Completed,Digital Wallet,480.98,3.56,0.0,71.61,1.0,23.410000000000025,23.410000000000025,164.0,6,4
ORD-00023104,CUS-000056,2023-08-12,Store,STR-002,In Store,Completed,Card,94.59,14.19,0.0,12.06,2.0,504.39,252.195,785.0,8,5
ORD-00039656,CUS-000056,2024-02-12,Store,STR-022,In Store,Completed,Cash,170.01,0.0,0.0,25.5,3.0,598.98,199.66,184.0,2,0
ORD-00036576,CUS-000056,2024-10-03,Store,STR-004,In Store,Completed,Cash,754.0999999999999,134.83,0.0,92.89,4.0,768.99,192.2475,234.0,10,3
ORD-00011618,CUS-000056,2024-11-25,Website,,Click & Collect,Completed,Buy Now Pay Later,660.7,109.45,0.0,82.69,5.0,1523.09,304.618,53.0,11,0
ORD-00026967,CUS-000057,2021-08-08,Website,,Click & Collect,Completed,Digital Wallet,522.91,0.0,0.0,78.44,0.0,0.0,,,8,6
ORD-00028579,CUS-000057,2021-12-02,Store,STR-034,In Store,Completed,Buy Now Pay Later,138.78,3.99,0.0,20.22,1.0,522.91,522.91,116.0,12,3
