product_id,units,sales,gross_margin,refunds,net_margin,legacy_product_code,sku,product_name,brand,department,category,supplier_id,launch_date,discontinue_date,standard_cost,list_price,product_status,margin_rate,return_adjusted_margin_per_unit
PRD-00023,90,6268.33,1274.8199999999997,288.2,986.6199999999998,LEG-100022,AUR-000023,Pulse Smart Product 23,Solara,Electronics & Accessories,Smart Devices,SUP-060,2024-09-12,,55.78,72.05,Active,0.15739758436457554,10.962444444444442
PRD-00024,114,5945.679999999999,1523.31,27.45,1495.86,LEG-100023,AUR-000024,Vela Cosmetics Product 24,Mira,Beauty & Personal Care,Cosmetics,SUP-022,2020-11-13,,38.9,54.9,Active,0.2515877073774573,13.12157894736842
PRD-00025,112,21226.87,5587.409999999999,2237.72,3349.689999999999,LEG-100024,AUR-000025,Solara Footwear Product 25,Nova,Fashion & Accessories,Footwear,SUP-031,2023-03-18,,139.24,195.01,Active,0.1578042358576653,29.90794642857142
PRD-00026,119,8745.62,3162.6900000000005,429.12,2733.5700000000006,LEG-100025,AUR-000026,Vela Smart Product 26,Luma,Electronics & Accessories,Smart Devices,SUP-004,2020-12-21,2022-11-20,46.68,75.95,Discontinued,0.3125644608386827,22.97117647058824
PRD-00027,111,9369.12,2912.8900000000003,721.71,2191.1800000000003,LEG-100026,AUR-000027,Mira Men's Product 27,Nova,Fashion & Accessories,Men's Clothing,SUP-059,2020-01-16,,58.17,87.48,Active,0.2338725515309869,19.740360360360363
PRD-00028,105,5763.51,2610.28,57.52,2552.76,LEG-100027,AUR-000028,Pulse Haircare Product 28,Mira,Beauty & Personal Care,Haircare,SUP-052,2026-05-07,,30.05,57.52,Active,0.44291759708927375,24.312
PRD-00029,146,6290.030000000001,1027.9600000000003,155.37,872.5900000000003,LEG-100028,AUR-000029,Aurelia Select Home Product 29,Nova,Home & Living,Home Décor,SUP-055,2024-05-11,,36.11,44.39,Active,0.13872588842978495,5.97664383561644
PRD-00030,136,6106.01,1433.8900000000003,442.36,991.5300000000003,LEG-100029,AUR-000030,Mira Home Product 30,Aurelia Select,Home & Living,Home Décor,SUP-032,2020-09-18,,34.54,47.06,Active,0.16238591158547075,7.2906617647058845
PRD-00031,108,5373.6900000000005,2588.2500000000005,561.82,2026.4300000000003,LEG-100030,AUR-000031,Luma Bags Product 31,Mira,Fashion & Accessories,Bags,SUP-068,2024-12-13,,25.95,52.02,Active,0.3771021402425522,18.763240740740745
PRD-00032,101,4970.68,1981.0100000000002,127.65,1853.3600000000001,LEG-100031,AUR-000032,Mira Sports Product 32,Pulse,Sport & Lifestyle,Sports Accessories,SUP-058,2023-12-18,,29.55,51.06,Active,0.37285844190332107,18.35009900990099
PRD-00033,126,3239.42,785.7600000000002,154.39000000000001,631.3700000000002,LEG-100032,AUR-000033,Mira Bedding Product 33,Orion,Home & Living,Bedding,SUP-032,2021-10-06,,19.55,26.85,Active,0.19490217384593544,5.010873015873018
PRD-00034,102,24441.829999999998,4282.069999999999,1011.5699999999999,3270.4999999999986,LEG-100033,AUR-000034,Vela Computer Product 34,Orion,Electronics & Accessories,Computer Accessories,SUP-057,2021-07-21,2023-02-10,197.52,252.89,Discontinued,0.13380749313778872,32.06372549019606
PRD-00035,136,17414.13,8066.490000000001,2340.07,5726.420000000001,LEG-100034,AUR-000035,Vela Footwear Product 35,Orion,Fashion & Accessories,Footwear,SUP-043,2023-11-27,,69.34,134.68,Active,0.32883755892485017,42.106029411764716
PRD-00036,136,12684.52,6400.420000000001,666.85,5733.570000000001,LEG-100035,AUR-000036,Luma Audio Product 36,Luma,Electronics & Accessories,Audio,SUP-030,2023-12-07,,45.98,95.95,Active,0.4520131625004336,42.158602941176476
PRD-00037,102,6316.04,1220.97,332.59000000000003,888.3800000000001,LEG-100036,AUR-000037,Vela Haircare Product 37,Nova,Beauty & Personal Care,Haircare,SUP-054,2021-02-01,2023-03-04,49.72,63.96,Discontinued,0.1406545873680344,8.709607843137256
PRD-00038,124,9588.26,1598.0999999999995,200.67,1397.4299999999996,LEG-100037,AUR-000038,Mira Fragrance Product 38,Pulse,Beauty & Personal Care,Fragrance,SUP-008,2020-05-12,,64.23,80.27,Active,0.14574385759251413,11.269596774193545
PRD-00039,139,22191.06,6726.5,707.35,6019.15,LEG-100038,AUR-000039,Pulse Bedding Product 39,Aurelia Select,Home & Living,Bedding,SUP-049,2025-06-10,,110.93,164.5,Active,0.27124211281480015,43.30323741007194
PRD-00040,126,12907.169999999998,6083.039999999999,464.83,5618.209999999999,LEG-100039,AUR-000040,Solara Skincare Product 40,Orion,Beauty & Personal Care,Skincare,SUP-050,2022-02-02,2023-09-09,54.6,108.1,Discontinued,0.435278221329695,44.58896825396825
PRD-00041,123,63607.84,15438.189999999997,2958.51,12479.679999999997,LEG-100040,AUR-000041,Mira Haircare Product 41,Vela,Beauty & Personal Care,Haircare,SUP-035,2021-03-11,,391.45,537.91,Active,0.1961971983327841,101.46081300813006
PRD-00042,139,11914.039999999999,1989.7099999999994,223.01999999999998,1766.6899999999994,LEG-100041,AUR-000042,Aurelia Select Cosmetics Product 42,Pulse,Beauty & Personal Care,Cosmetics,SUP-044,2020-01-17,,71.53,89.21,Active,0.14828639151790657,12.709999999999996
PRD-00043,108,5084.09,2379.5899999999997,193.46999999999997,2186.1199999999994,LEG-100042,AUR-000043,Mira Haircare Product 43,Luma,Beauty & Personal Care,Haircare,SUP-069,2022-06-15,2023-11-08,25.06,48.98,Discontinued,0.42999238801830797,20.241851851851848
PRD-00044,101,3048.0099999999998,1431.7099999999998,108.57,1323.1399999999999,LEG-100043,AUR-000044,Aurelia Select Bags Product 44,Nova,Fashion & Accessories,Bags,SUP-055,2026-01-28,,16.1,31.7,Active,0.4340996256573961,13.10039603960396
PRD-00045,117,5429.05,2508.05,306.94,2201.11,LEG-100044,AUR-000045,Luma Bedding Product 45,Aurelia Select,Home & Living,Bedding,SUP-034,2023-10-22,,25.1,47.96,Active,0.40543188955710485,18.812905982905985
PRD-00046,112,6165.07,1118.13,0.0,1118.13,LEG-100045,AUR-000046,Vela Fragrance Product 46,Mira,Beauty & Personal Care,Fragrance,SUP-042,2025-02-13,,44.5,57.78,Active,0.1813653372954403,9.983303571428573
PRD-00047,112,13027.589999999998,6208.679999999999,821.77,5386.909999999999,LEG-100046,AUR-000047,Orion Computer Product 47,Pulse,Electronics & Accessories,Computer Accessories,SUP-033,2025-06-23,,60.75,120.85,Active,0.4135001178268582,48.09741071428571
PRD-00048,108,8825.22,2156.7200000000003,969.87,1186.8500000000001,LEG-100047,AUR-000048,Aurelia Select Bags Product 48,Aurelia Select,Fashion & Accessories,Bags,SUP-045,2023-01-15,,61.78,85.64,Active,0.13448389955151263,10.989351851851852
PRD-00049,119,2779.27,890.5600000000001,167.86,722.7,LEG-100048,AUR-000049,Aurelia Select Furniture Product 49,Aurelia Select,Home & Living,Furniture,SUP-032,2023-12-21,,15.96,23.98,Active,0.26003231064272275,6.07310924369748
PRD-00050,119,16469.91,4544.92,429.09000000000003,4115.83,LEG-100049,AUR-000050,Luma Furniture Product 50,Vela,Home & Living,Furniture,SUP-017,2021-07-12,,99.95,143.03,Active,0.24989996909515594,34.586806722689076
PRD-00051,145,5203.93,1420.06,128.76,1291.3,LEG-100050,AUR-000051,Vela Skincare Product 51,Mira,Beauty & Personal Care,Skincare,SUP-033,2025-03-17,,26.13,36.79,Active,0.24813938696331425,8.905517241379311
PRD-00052,115,29185.09,7905.660000000001,2181.31,5724.35,LEG-100051,AUR-000052,Nova Smart Product 52,Luma,Electronics & Accessories,Smart Devices,SUP-040,2026-03-27,,183.57,262.81,Active,0.19613953563274947,49.77695652173913
PRD-00053,127,38356.079999999994,14936.539999999997,5574.2699999999995,9362.269999999997,LEG-100052,AUR-000053,Orion Women's Product 53,Pulse,Fashion & Accessories,Women's Clothing,SUP-051,2021-04-30,,185.07,319.9,Active,0.24408829056566778,73.7186614173228
PRD-00054,112,8659.410000000002,2216.5500000000006,80.18,2136.370000000001,LEG-100053,AUR-000054,Vela Furniture Product 54,Nova,Home & Living,Furniture,SUP-039,2025-04-14,,57.2,80.18,Active,0.24671080362287967,19.07473214285715
PRD-00055,119,4878.03,1997.2799999999997,295.43,1701.85,LEG-100054,AUR-000055,Aurelia Select Fitness Product 55,Solara,Sport & Lifestyle,Fitness,SUP-069,2023-04-22,,23.93,42.51,Active,0.3488805931902838,14.30126050420168
PRD-00056,103,15619.28,2866.0500000000006,789.6500000000001,2076.4000000000005,LEG-100055,AUR-000056,Nova Fragrance Product 56,Solara,Beauty & Personal Care,Fragrance,SUP-002,2025-08-27,,123.95,157.93,Active,0.1329382660404321,20.15922330097088
PRD-00057,88,16397.239999999998,8339.23,96.11,8243.119999999999,LEG-100056,AUR-000057,Nova Cosmetics Product 57,Pulse,Beauty & Personal Care,Cosmetics,SUP-047,2024-10-02,,91.06,192.23,Active,0.5027138713588385,93.67181818181817
PRD-00058,124,7560.79,2792.76,31.64,2761.1200000000003,LEG-100057,AUR-000058,Pulse Haircare Product 58,Luma,Beauty & Personal Care,Haircare,SUP-067,2020-11-25,,37.99,63.27,Active,0.36518935190634844,22.26709677419355
PRD-00059,130,9020.05,4661.46,320.49,4340.969999999999,LEG-100058,AUR-000059,Mira Computer Product 59,Pulse,Electronics & Accessories,Computer Accessories,SUP-035,2020-08-04,,33.47,71.22,Active,0.48125786442425483,33.39207692307692
PRD-00060,120,6742.16,2680.33,345.89,2334.4399999999996,LEG-100059,AUR-000060,Nova Smart Product 60,Orion,Electronics & Accessories,Smart Devices,SUP-058,2021-08-31,,34.13,57.65,Active,0.34624512025819615,19.453666666666663
PRD-00061,119,23439.11,8884.47,201.54,8682.929999999998,LEG-100060,AUR-000061,Pulse Bedding Product 61,Solara,Home & Living,Bedding,SUP-004,2023-02-16,,122.57,201.54,Active,0.3704462328134472,72.96579831932772
PRD-00062,133,14156.75,6509.39,54.77,6454.62,LEG-100061,AUR-000062,Luma Fragrance Product 62,Mira,Beauty & Personal Care,Fragrance,SUP-028,2023-01-23,,57.42,109.53,Active,0.45593939286912605,48.530977443609025
PRD-00063,90,2363.62,1203.65,40.629999999999995,1163.02,LEG-100062,AUR-000063,Solara Chargers Product 63,Orion,Electronics & Accessories,Chargers,SUP-036,2025-07-21,2026-04-25,12.88,27.09,Discontinued,0.4920503295792048,12.922444444444444
PRD-00064,115,29029.35,11423.649999999998,1463.4499999999998,9960.199999999999,LEG-100063,AUR-000064,Vela Fitness Product 64,Nova,Sport & Lifestyle,Fitness,SUP-031,2024-10-15,,153.42,266.08,Active,0.3431079235325627,86.61043478260869
PRD-00065,111,14741.660000000002,4022.5800000000013,256.32,3766.260000000001,LEG-100064,AUR-000065,Vela Cosmetics Product 65,Mira,Beauty & Personal Care,Cosmetics,SUP-063,2022-10-01,,96.51,138.55,Active,0.25548411779948804,33.93027027027028
PRD-00066,106,9190.65,2379.56,89.36,2290.2,LEG-100065,AUR-000066,Nova Skincare Product 66,Orion,Beauty & Personal Care,Skincare,SUP-029,2025-03-23,,64.33,89.36,Active,0.24918803349055832,21.60566037735849
PRD-00067,106,6537.01,1348.3000000000006,150.68,1197.6200000000006,LEG-100066,AUR-000067,Orion Haircare Product 67,Solara,Beauty & Personal Care,Haircare,SUP-061,2022-05-24,,49.07,64.12,Active,0.18320608351524634,11.298301886792459
PRD-00068,126,4679.21,1409.7899999999995,249.39,1160.3999999999996,LEG-100067,AUR-000068,Pulse Sports Product 68,Solara,Sport & Lifestyle,Sports Accessories,SUP-046,2020-11-03,,26.02,38.37,Active,0.24799057960638646,9.209523809523807
PRD-00069,103,5793.43,2613.89,86.68,2527.21,LEG-100068,AUR-000069,Orion Fragrance Product 69,Orion,Beauty & Personal Care,Fragrance,SUP-030,2024-10-17,,30.7,57.79,Active,0.4362199940277176,24.53601941747573
PRD-00070,121,14074.85,7412.42,768.14,6644.28,LEG-100069,AUR-000070,Solara Men's Product 70,Nova,Fashion & Accessories,Men's Clothing,SUP-069,2020-01-12,,55.04,120.97,Active,0.4720675531177952,54.911404958677686
PRD-00071,120,18289.85,8685.18,545.4200000000001,8139.76,LEG-100070,AUR-000071,Vela Home Product 71,Mira,Home & Living,Home Décor,SUP-036,2024-09-18,,80.47,159.25,Active,0.445042468910352,67.83133333333333
PRD-00072,108,2294.68,839.7600000000001,152.75,687.0100000000001,LEG-100071,AUR-000072,Nova Sports Product 72,Vela,Sport & Lifestyle,Sports Accessories,SUP-038,2020-03-18,2022-03-30,13.43,22.3,Discontinued,0.29939250788781013,6.361203703703705
PRD-00073,102,25937.910000000003,11990.860000000002,663.3800000000001,11327.480000000001,LEG-100072,AUR-000073,Luma Kitchen Product 73,Orion,Home & Living,Kitchen,SUP-002,2022-11-01,,136.55,265.35,Active,0.43671521722451806,111.05372549019609
PRD-00074,141,5952.94,1532.42,582.49,949.9300000000001,LEG-100073,AUR-000074,Orion Outdoor Product 74,Aurelia Select,Sport & Lifestyle,Outdoor,SUP-007,2021-12-09,,31.32,44.21,Active,0.15957325288008953,6.737092198581561
PRD-00075,145,11683.17,2110.3,799.3,1311.0000000000002,LEG-100074,AUR-000075,Luma Sports Product 75,Mira,Sport & Lifestyle,Sports Accessories,SUP-014,2022-07-27,,66.25,85.03,Active,0.11221269569817098,9.04137931034483
PRD-00076,119,8846.2,4133.42,974.61,3158.8100000000004,LEG-100075,AUR-000076,Mira Footwear Product 76,Mira,Fashion & Accessories,Footwear,SUP-057,2026-07-20,2028-07-14,39.24,76.89,Discontinued,0.357081006533879,26.5446218487395
PRD-00077,120,6832.65,2689.99,823.71,1866.2799999999997,LEG-100076,AUR-000077,Aurelia Select Smart Product 77,Orion,Electronics & Accessories,Smart Devices,SUP-062,2026-07-25,2028-08-01,34.34,59.26,Discontinued,0.27314146048751214,15.552333333333332
PRD-00078,105,10918.0,2542.3100000000004,1174.6200000000001,1367.6900000000005,LEG-100077,AUR-000078,Pulse Women's Product 78,Mira,Fashion & Accessories,Women's Clothing,SUP-010,2025-11-22,,79.13,108.26,Active,0.12526928008792823,13.025619047619053
PRD-00079,127,10150.09,2206.67,635.6800000000001,1570.9900000000002,LEG-100078,AUR-000079,Luma Fitness Product 79,Luma,Sport & Lifestyle,Fitness,SUP-039,2020-02-04,,62.66,83.92,Active,0.15477596750373643,12.370000000000001
PRD-00080,122,6494.08,926.1599999999995,430.78,495.3799999999996,LEG-100079,AUR-000080,Nova Men's Product 80,Pulse,Fashion & Accessories,Men's Clothing,SUP-029,2025-12-25,2028-04-25,45.33,55.41,Discontinued,0.07628178279294366,4.060491803278685
PRD-00081,139,4036.24,956.43,389.15999999999997,567.27,LEG-100080,AUR-000081,Mira Travel Product 81,Mira,Sport & Lifestyle,Travel,SUP-039,2023-12-25,,22.03,30.11,Active,0.14054416982141796,4.081079136690647
PRD-00082,144,8895.55,3992.3399999999997,301.59,3690.75,LEG-100081,AUR-000082,Orion Travel Product 82,Aurelia Select,Sport & Lifestyle,Travel,SUP-013,2026-05-12,,33.96,64.86,Active,0.41489846046618817,25.630208333333332
PRD-00083,139,31016.92,14763.29,2455.65,12307.64,LEG-100082,AUR-000083,Orion Home Product 83,Nova,Home & Living,Home Décor,SUP-021,2026-02-04,2027-08-12,117.03,229.5,Discontinued,0.3968040669415274,88.5441726618705
PRD-00084,126,29093.94,11277.339999999998,1499.6799999999998,9777.659999999998,LEG-100083,AUR-000084,Nova Home Product 84,Luma,Home & Living,Home Décor,SUP-001,2021-04-29,,140.82,239.95,Active,0.3360720479934996,77.60047619047617
PRD-00085,101,6409.0,2790.2900000000004,131.4,2658.8900000000003,LEG-100084,AUR-000085,Mira Cosmetics Product 85,Orion,Beauty & Personal Care,Cosmetics,SUP-005,2020-05-07,,36.01,65.7,Active,0.41486815415821504,26.32564356435644
PRD-00086,132,27155.07,14544.03,942.9,13601.130000000001,LEG-100085,AUR-000086,Orion Kitchen Product 86,Mira,Home & Living,Kitchen,SUP-010,2021-04-08,,95.82,209.53,Active,0.500868898515084,103.03886363636364
PRD-00087,113,13143.74,5051.21,182.13,4869.08,LEG-100086,AUR-000087,Vela Kitchen Product 87,Pulse,Home & Living,Kitchen,SUP-015,2020-01-11,,71.88,121.42,Active,0.37044859377924394,43.08920353982301
PRD-00088,109,2071.1800000000003,426.4200000000001,172.44,253.98000000000008,LEG-100087,AUR-000088,Luma Outdoor Product 88,Orion,Sport & Lifestyle,Outdoor,SUP-019,2020-04-11,2022-07-01,15.16,20.05,Discontinued,0.12262574957270736,2.330091743119267
PRD-00089,118,4557.5,1508.8600000000004,511.14,997.7200000000003,LEG-100088,AUR-000089,Luma Women's Product 89,Orion,Fashion & Accessories,Women's Clothing,SUP-037,2021-03-16,,25.82,39.7,Active,0.2189182665935272,8.455254237288138
PRD-00090,119,9172.21,3509.7599999999993,117.94,3391.8199999999997,LEG-100089,AUR-000090,Mira Skincare Product 90,Orion,Beauty & Personal Care,Skincare,SUP-052,2022-12-07,,47.82,78.63,Active,0.3697931032978966,28.50268907563025
PRD-00091,97,6696.2699999999995,2536.4799999999996,350.76,2185.72,LEG-100090,AUR-000091,Mira Computer Product 91,Nova,Electronics & Accessories,Computer Accessories,SUP-006,2020-12-14,,42.95,70.86,Active,0.32640858268857137,22.53319587628866
PRD-00092,156,13826.769999999999,7038.719999999999,360.0,6678.719999999999,LEG-100091,AUR-000092,Orion Fragrance Product 92,Aurelia Select,Beauty & Personal Care,Fragrance,SUP-012,2021-01-14,,43.29,91.72,Active,0.48302821266282725,42.81230769230769
PRD-00093,104,10694.029999999999,3427.6399999999994,540.64,2886.9999999999995,LEG-100092,AUR-000093,Orion Furniture Product 93,Aurelia Select,Home & Living,Furniture,SUP-023,2020-12-22,2023-08-27,69.7,108.13,Discontinued,0.2699637087234653,27.75961538461538
PRD-00094,105,8674.85,2263.16,259.08,2004.08,LEG-100093,AUR-000094,Orion Cosmetics Product 94,Luma,Beauty & Personal Care,Cosmetics,SUP-056,2020-11-17,,61.08,86.36,Active,0.23102186204948788,19.08647619047619
PRD-00095,130,14583.64,5582.749999999999,0.0,5582.749999999999,LEG-100094,AUR-000095,Mira Skincare Product 95,Solara,Beauty & Personal Care,Skincare,SUP-053,2026-05-20,,68.93,117.8,Active,0.3828090929287887,42.944230769230764
PRD-00096,106,3048.97,1139.47,110.97,1028.5,LEG-100095,AUR-000096,Nova Chargers Product 96,Luma,Electronics & Accessories,Chargers,SUP-043,2022-09-15,,17.94,29.79,Active,0.33732703175170636,9.702830188679245
PRD-00097,121,6992.99,2148.88,59.54,2089.3399999999997,LEG-100096,AUR-000097,Orion Cosmetics Product 97,Pulse,Beauty & Personal Care,Cosmetics,SUP-005,2023-02-19,,39.6,59.54,Active,0.2987763460265208,17.267272727272726
PRD-00098,135,5837.75,2085.7000000000003,134.5,1951.2000000000005,LEG-100097,AUR-000098,Solara Skincare Product 98,Orion,Beauty & Personal Care,Skincare,SUP-042,2023-02-11,,27.84,45.59,Active,0.33423836238276744,14.453333333333337
PRD-00099,123,9155.84,3660.37,1065.2,2595.17,LEG-100098,AUR-000099,Aurelia Select Bags Product 99,Mira,Fashion & Accessories,Bags,SUP-053,2024-01-19,,44.74,77.33,Active,0.28344422794631624,21.098943089430893
PRD-00100,122,20300.079999999998,6228.469999999999,1362.34,4866.129999999999,LEG-100099,AUR-000100,Solara Men's Product 100,Mira,Fashion & Accessories,Men's Clothing,SUP-057,2022-01-28,,114.97,174.1,Active,0.23970989276889548,39.886311475409826
PRD-00101,117,60448.33,21410.01,9874.56,11535.449999999999,LEG-100100,AUR-000101,Orion Men's Product 101,Luma,Fashion & Accessories,Men's Clothing,SUP-037,2025-04-23,,336.42,533.76,Active,0.19083157466881218,98.59358974358973
PRD-00102,117,14743.96,5176.119999999998,51.76,5124.359999999999,LEG-100101,AUR-000102,Nova Cosmetics Product 102,Aurelia Select,Beauty & Personal Care,Cosmetics,SUP-031,2024-11-03,,81.99,129.39,Active,0.34755655875355057,43.79794871794871
PRD-00103,121,5269.31,1442.78,375.42,1067.36,LEG-100102,AUR-000103,Aurelia Select Kitchen Product 103,Pulse,Home & Living,Kitchen,SUP-012,2023-05-31,,31.64,44.96,Active,0.20256162571570088,8.821157024793388
PRD-00104,107,10819.55,1848.35,744.9,1103.4499999999998,LEG-100103,AUR-000104,Mira Furniture Product 104,Nova,Home & Living,Furniture,SUP-020,2025-07-02,,83.83,105.66,Active,0.10198668151632923,10.312616822429904
PRD-00105,146,13996.17,3627.5800000000004,98.53,3529.0500000000006,LEG-100104,AUR-000105,Orion Fragrance Product 105,Pulse,Beauty & Personal Care,Fragrance,SUP-062,2023-09-18,,70.57,98.53,Active,0.2521439793886471,24.171575342465758
PRD-00106,118,21782.99,9339.930000000002,385.54,8954.390000000001,LEG-100105,AUR-000106,Mira Haircare Product 106,Luma,Beauty & Personal Care,Haircare,SUP-050,2022-03-12,2023-09-01,105.1,192.77,Discontinued,0.4110725846176306,75.88466101694917
PRD-00107,99,2676.52,774.9700000000001,129.26,645.7100000000002,LEG-100106,AUR-000107,Nova Home Product 107,Orion,Home & Living,Home Décor,SUP-054,2025-06-08,,19.17,28.1,Active,0.24124983187123583,6.522323232323234
PRD-00108,137,5620.31,1070.3500000000001,283.87,786.4800000000001,LEG-100107,AUR-000108,Aurelia Select Chargers Product 108,Orion,Electronics & Accessories,Chargers,SUP-039,2023-05-04,,33.0,42.53,Active,0.1399353416448559,5.7407299270073
PRD-00109,134,71605.61,31973.949999999997,1181.8400000000001,30792.109999999997,LEG-100108,AUR-000109,Luma Travel Product 109,Mira,Sport & Lifestyle,Travel,SUP-069,2022-05-25,,297.17,556.16,Active,0.43002370903620535,229.79186567164177
PRD-00110,114,14608.07,6031.829999999999,0.0,6031.829999999999,LEG-100109,AUR-000110,Solara Fragrance Product 110,Pulse,Beauty & Personal Care,Fragrance,SUP-059,2024-12-12,,75.61,135.26,Active,0.41291080888851156,52.910789473684204
PRD-00111,118,7922.26,1862.81,290.73,1572.08,LEG-100110,AUR-000111,Vela Smart Product 111,Pulse,Electronics & Accessories,Smart Devices,SUP-030,2022-07-19,,51.4,69.22,Active,0.19843832441752732,13.322711864406779
