inventory_date,product_id,location_id,opening_stock,stock_received,units_sold,units_reserved,stock_adjustment,closing_stock,reorder_point,safety_stock,demand_lag_1,demand_lag_7,demand_lag_14,demand_roll_7,next_demand,next_stockout
2026-01-05,PRD-00003,STR-004,0,3,3,0,0,0,5,3,1.0,4.0,5.0,2.4285714285714284,4.0,0
2026-01-12,PRD-00003,STR-004,0,4,4,0,1,1,5,3,3.0,0.0,3.0,2.2857142857142856,1.0,0
2026-01-19,PRD-00003,STR-004,1,0,1,0,2,2,5,3,4.0,2.0,2.0,2.857142857142857,1.0,1
2026-01-26,PRD-00003,STR-004,2,0,1,0,-1,0,5,3,1.0,2.0,4.0,2.7142857142857144,1.0,0
2026-02-02,PRD-00003,STR-004,0,1,1,0,1,1,5,3,1.0,4.0,3.0,2.5714285714285716,3.0,1
2026-02-09,PRD-00003,STR-004,1,2,3,0,0,0,5,3,1.0,4.0,5.0,2.142857142857143,2.0,1
2026-02-16,PRD-00003,STR-004,0,2,2,0,0,0,5,3,3.0,1.0,2.0,2.0,0.0,0
2026-02-23,PRD-00003,STR-004,0,0,0,0,2,2,5,3,2.0,3.0,4.0,2.142857142857143,5.0,0
2026-03-02,PRD-00003,STR-004,2,3,5,0,1,1,5,3,0.0,4.0,0.0,1.7142857142857142,5.0,1
2026-03-09,PRD-00003,STR-004,1,4,5,0,0,0,5,3,5.0,1.0,2.0,1.8571428571428572,1.0,0
2026-03-16,PRD-00003,STR-004,0,1,1,0,2,2,5,3,5.0,1.0,2.0,2.4285714285714284,5.0,0
2026-03-23,PRD-00003,STR-004,2,3,5,0,2,2,5,3,1.0,1.0,4.0,2.4285714285714284,4.0,1
2026-03-30,PRD-00003,STR-004,2,2,4,0,0,0,5,3,5.0,3.0,4.0,3.0,5.0,1
2026-04-06,PRD-00003,STR-004,0,5,5,0,0,0,5,3,4.0,2.0,1.0,3.142857142857143,1.0,0
2026-04-13,PRD-00003,STR-004,0,1,1,0,2,2,5,3,5.0,0.0,3.0,3.5714285714285716,2.0,0
2026-04-20,PRD-00003,STR-004,2,1,2,0,2,3,5,3,1.0,5.0,4.0,3.7142857142857144,5.0,1
2026-04-27,PRD-00003,STR-004,3,2,5,0,0,0,5,3,2.0,5.0,1.0,3.2857142857142856,0.0,1
2026-05-04,PRD-00003,STR-004,0,0,0,0,0,0,5,3,5.0,1.0,1.0,3.2857142857142856,2.0,0
2026-05-11,PRD-00003,STR-004,0,3,2,0,0,1,5,3,0.0,5.0,1.0,3.142857142857143,4.0,1
2026-05-18,PRD-00003,STR-004,1,3,4,0,0,0,5,3,2.0,4.0,3.0,2.7142857142857144,2.0,1
2026-05-25,PRD-00003,STR-004,0,2,2,0,0,0,5,3,4.0,5.0,2.0,2.7142857142857144,0.0,1
2026-06-01,PRD-00003,STR-004,0,0,0,0,0,0,5,3,2.0,1.0,0.0,2.2857142857142856,2.0,0
2026-06-08,PRD-00003,STR-004,0,4,2,0,0,2,5,3,0.0,2.0,5.0,2.142857142857143,5.0,1
2026-06-15,PRD-00003,STR-004,2,3,5,0,0,0,5,3,2.0,5.0,5.0,2.142857142857143,0.0,1
2026-06-22,PRD-00003,STR-004,0,0,0,0,0,0,5,3,5.0,0.0,1.0,2.142857142857143,1.0,1
2026-06-29,PRD-00003,STR-004,0,1,1,0,0,0,5,3,0.0,2.0,5.0,2.142857142857143,0.0,1
2026-07-06,PRD-00003,STR-004,0,0,0,0,0,0,5,3,1.0,4.0,4.0,2.0,1.0,1
2026-07-13,PRD-00003,STR-004,0,1,1,0,0,0,5,3,0.0,2.0,5.0,1.4285714285714286,1.0,1
2026-07-20,PRD-00003,STR-004,0,1,1,0,0,0,5,3,1.0,0.0,1.0,1.2857142857142858,2.0,1
2026-07-27,PRD-00003,STR-004,0,2,2,0,0,0,5,3,1.0,2.0,2.0,1.4285714285714286,2.0,0
2026-08-03,PRD-00003,STR-004,0,2,2,0,1,1,5,3,2.0,5.0,5.0,1.4285714285714286,3.0,1
2026-08-10,PRD-00003,STR-004,1,2,3,0,0,0,5,3,2.0,0.0,0.0,1.0,4.0,1
2026-08-17,PRD-00003,STR-004,0,4,4,0,0,0,5,3,3.0,1.0,2.0,1.4285714285714286,1.0,1
2026-08-24,PRD-00003,STR-004,0,1,1,0,0,0,5,3,4.0,0.0,4.0,1.8571428571428572,1.0,1
2024-02-19,PRD-00003,STR-020,163,0,6,0,1,158,40,24,6.0,2.0,,4.857142857142857,3.0,0
2024-02-26,PRD-00003,STR-020,158,5,3,0,2,162,39,23,6.0,2.0,,5.428571428571429,8.0,0
2024-03-04,PRD-00003,STR-020,162,2,8,0,1,157,40,24,3.0,6.0,,5.571428571428571,3.0,0
2024-03-11,PRD-00003,STR-020,157,2,3,0,-2,154,39,23,8.0,7.0,,5.857142857142857,3.0,0
2024-03-18,PRD-00003,STR-020,154,2,3,0,-1,152,38,23,3.0,7.0,,5.285714285714286,6.0,0
2024-03-25,PRD-00003,STR-020,152,1,6,0,0,147,38,22,3.0,4.0,,4.714285714285714,6.0,0
2024-04-01,PRD-00003,STR-020,147,1,6,0,-1,141,36,22,6.0,6.0,,5.0,6.0,0
2024-04-08,PRD-00003,STR-020,141,1,6,0,2,138,35,21,6.0,6.0,2.0,5.0,6.0,0
2024-04-15,PRD-00003,STR-020,138,2,6,0,0,134,34,20,6.0,3.0,2.0,5.0,7.0,0
2024-04-22,PRD-00003,STR-020,134,1,7,0,0,128,33,20,6.0,8.0,6.0,5.428571428571429,7.0,0
2024-04-29,PRD-00003,STR-020,128,3,7,0,0,124,32,19,7.0,3.0,7.0,5.285714285714286,5.0,0
2024-05-06,PRD-00003,STR-020,124,1,5,0,-1,119,31,18,7.0,3.0,7.0,5.857142857142857,5.0,0
2024-05-13,PRD-00003,STR-020,119,3,5,0,1,118,29,17,5.0,6.0,4.0,6.142857142857143,6.0,0
2024-05-20,PRD-00003,STR-020,118,0,6,0,0,112,29,17,5.0,6.0,6.0,6.0,1.0,0
2024-05-27,PRD-00003,STR-020,112,1,1,0,0,112,28,16,6.0,6.0,6.0,6.0,4.0,0
2024-06-03,PRD-00003,STR-020,112,1,4,0,0,109,28,16,1.0,6.0,3.0,5.285714285714286,9.0,0
2024-06-10,PRD-00003,STR-020,109,4,9,0,2,106,27,16,4.0,7.0,8.0,5.0,6.0,0
2024-06-17,PRD-00003,STR-020,106,1,6,0,0,101,26,15,9.0,7.0,3.0,5.285714285714286,4.0,0
2024-06-24,PRD-00003,STR-020,101,2,4,0,0,99,25,15,6.0,5.0,3.0,5.142857142857143,8.0,0
2024-07-01,PRD-00003,STR-020,99,1,8,0,-1,91,24,14,4.0,5.0,6.0,5.0,8.0,0
2024-07-08,PRD-00003,STR-020,91,3,8,0,-2,84,22,13,8.0,6.0,6.0,5.428571428571429,8.0,0
2024-07-15,PRD-00003,STR-020,84,0,8,0,-2,74,21,12,8.0,1.0,6.0,5.714285714285714,7.0,0
2024-07-22,PRD-00003,STR-020,74,2,7,0,2,71,18,11,8.0,4.0,6.0,6.714285714285714,6.0,0
2024-07-29,PRD-00003,STR-020,71,2,6,0,2,69,17,10,7.0,9.0,7.0,7.142857142857143,2.0,0
2024-08-05,PRD-00003,STR-020,69,5,2,0,-1,71,17,10,6.0,6.0,7.0,6.714285714285714,4.0,0
2024-08-12,PRD-00003,STR-020,71,3,4,0,0,70,17,10,2.0,4.0,5.0,6.142857142857143,5.0,0
2024-08-19,PRD-00003,STR-020,70,0,5,0,2,67,17,10,4.0,8.0,5.0,6.142857142857143,2.0,0
2024-08-26,PRD-00003,STR-020,67,2,2,0,0,67,16,10,5.0,8.0,6.0,5.714285714285714,6.0,0
2024-09-02,PRD-00003,STR-020,67,3,6,0,0,64,16,10,2.0,8.0,1.0,4.857142857142857,4.0,0
2024-09-09,PRD-00003,STR-020,64,1,4,0,0,61,16,9,6.0,7.0,4.0,4.571428571428571,7.0,0
2024-09-16,PRD-00003,STR-020,61,1,7,0,0,55,15,9,4.0,6.0,9.0,4.142857142857143,4.0,0
2024-09-23,PRD-00003,STR-020,55,1,4,0,0,52,13,8,7.0,2.0,6.0,4.285714285714286,3.0,0
2024-09-30,PRD-00003,STR-020,52,3,3,0,0,52,13,7,4.0,4.0,4.0,4.571428571428571,6.0,0
2024-10-07,PRD-00003,STR-020,52,0,6,0,0,46,13,7,3.0,5.0,8.0,4.428571428571429,4.0,0
2024-10-14,PRD-00003,STR-020,46,1,4,0,2,45,11,6,6.0,2.0,8.0,4.571428571428571,1.0,0
2024-10-21,PRD-00003,STR-020,45,1,1,0,0,45,11,6,4.0,6.0,8.0,4.857142857142857,5.0,0
2024-10-28,PRD-00003,STR-020,45,3,5,0,0,43,11,6,1.0,4.0,7.0,4.142857142857143,2.0,0
2024-11-04,PRD-00003,STR-020,43,0,2,0,0,41,10,6,5.0,7.0,6.0,4.285714285714286,8.0,0
2024-11-11,PRD-00003,STR-020,41,1,8,0,-1,33,10,6,2.0,4.0,2.0,3.5714285714285716,1.0,0
2024-11-18,PRD-00003,STR-020,33,6,1,0,-2,36,8,4,8.0,3.0,4.0,4.142857142857143,8.0,0
2024-11-25,PRD-00003,STR-020,36,1,8,0,2,31,9,5,1.0,6.0,5.0,3.857142857142857,8.0,0
2024-12-02,PRD-00003,STR-020,31,4,8,0,0,27,7,4,8.0,4.0,2.0,4.142857142857143,3.0,0
2024-12-09,PRD-00003,STR-020,27,4,3,0,2,30,6,4,8.0,1.0,6.0,4.714285714285714,6.0,0
2024-12-16,PRD-00003,STR-020,30,3,6,0,0,27,7,4,3.0,5.0,4.0,5.0,6.0,0
2024-12-23,PRD-00003,STR-020,27,2,6,0,-1,22,6,4,6.0,2.0,7.0,5.142857142857143,5.0,0
2024-12-30,PRD-00003,STR-020,22,1,5,0,0,18,5,3,6.0,8.0,4.0,5.714285714285714,4.0,0
2025-01-06,PRD-00003,STR-020,18,0,4,0,0,14,5,3,5.0,1.0,3.0,5.285714285714286,4.0,0
2025-01-13,PRD-00003,STR-020,14,3,4,0,0,13,5,3,4.0,8.0,6.0,5.714285714285714,3.0,0
2025-01-20,PRD-00003,STR-020,13,3,3,0,-1,12,5,3,4.0,8.0,4.0,5.142857142857143,5.0,0
2025-01-27,PRD-00003,STR-020,12,2,5,0,-2,7,5,3,3.0,3.0,1.0,4.428571428571429,4.0,0
2025-02-03,PRD-00003,STR-020,7,2,4,0,2,7,5,3,5.0,6.0,5.0,4.714285714285714,3.0,0
2025-02-10,PRD-00003,STR-020,7,1,3,0,0,5,5,3,4.0,6.0,2.0,4.428571428571429,1.0,0
2025-02-17,PRD-00003,STR-020,5,0,1,0,2,6,5,3,3.0,5.0,8.0,4.0,3.0,0
2025-02-24,PRD-00003,STR-020,6,1,3,0,0,4,5,3,1.0,4.0,1.0,3.4285714285714284,6.0,1
2025-03-03,PRD-00003,STR-020,4,2,6,0,0,0,5,3,3.0,4.0,8.0,3.2857142857142856,3.0,1
2025-03-10,PRD-00003,STR-020,0,3,3,0,0,0,5,3,6.0,3.0,8.0,3.5714285714285716,2.0,1
2025-03-17,PRD-00003,STR-020,0,2,2,0,0,0,5,3,3.0,5.0,3.0,3.5714285714285716,2.0,1
2025-03-24,PRD-00003,STR-020,0,3,2,0,-1,0,5,3,2.0,4.0,6.0,3.142857142857143,5.0,0
2025-03-31,PRD-00003,STR-020,0,5,5,0,1,1,5,3,2.0,3.0,6.0,2.857142857142857,2.0,0
2025-04-07,PRD-00003,STR-020,1,1,2,0,1,1,5,3,5.0,1.0,5.0,3.142857142857143,3.0,1
2025-04-14,PRD-00003,STR-020,1,3,3,0,-1,0,5,3,2.0,3.0,4.0,3.2857142857142856,2.0,0
2025-04-21,PRD-00003,STR-020,0,4,2,0,1,3,5,3,3.0,6.0,4.0,3.2857142857142856,5.0,1
2025-04-28,PRD-00003,STR-020,3,3,5,0,-1,0,5,3,2.0,3.0,3.0,2.7142857142857144,6.0,1
2025-05-05,PRD-00003,STR-020,0,6,6,0,0,0,5,3,5.0,2.0,5.0,3.0,1.0,1
2025-05-12,PRD-00003,STR-020,0,1,1,0,0,0,5,3,6.0,2.0,4.0,3.5714285714285716,4.0,1
2025-05-19,PRD-00003,STR-020,0,4,4,0,0,0,5,3,1.0,5.0,3.0,3.4285714285714284,2.0,1
2025-05-26,PRD-00003,STR-020,0,2,2,0,0,0,5,3,4.0,2.0,1.0,3.2857142857142856,2.0,1
2025-06-02,PRD-00003,STR-020,0,2,2,0,0,0,5,3,2.0,3.0,3.0,3.2857142857142856,2.0,0
2025-06-09,PRD-00003,STR-020,0,7,2,0,0,5,5,3,2.0,2.0,6.0,3.142857142857143,3.0,0
2025-06-16,PRD-00003,STR-020,5,2,3,0,0,4,5,3,2.0,5.0,3.0,3.142857142857143,1.0,0
2025-06-23,PRD-00003,STR-020,4,3,1,0,1,7,5,3,3.0,6.0,2.0,2.857142857142857,5.0,0
2025-06-30,PRD-00003,STR-020,7,2,5,0,-2,2,5,3,1.0,1.0,2.0,2.142857142857143,2.0,1
2025-07-07,PRD-00003,STR-020,2,0,2,0,0,0,5,3,5.0,4.0,5.0,2.7142857142857144,3.0,1
2025-07-14,PRD-00003,STR-020,0,3,3,0,0,0,5,3,2.0,2.0,2.0,2.4285714285714284,1.0,1
2025-07-21,PRD-00003,STR-020,0,1,1,0,0,0,5,3,3.0,2.0,3.0,2.5714285714285716,7.0,0
2025-07-28,PRD-00003,STR-020,0,7,7,0,2,2,5,3,1.0,2.0,2.0,2.4285714285714284,2.0,0
2025-08-04,PRD-00003,STR-020,2,1,2,0,0,1,5,3,7.0,3.0,5.0,3.142857142857143,2.0,0
2025-08-11,PRD-00003,STR-020,1,1,2,0,1,1,5,3,2.0,1.0,6.0,3.0,1.0,1
2025-08-18,PRD-00003,STR-020,1,0,1,0,0,0,5,3,2.0,5.0,1.0,3.142857142857143,0.0,1
2025-08-25,PRD-00003,STR-020,0,0,0,0,0,0,5,3,1.0,2.0,4.0,2.5714285714285716,3.0,1
2025-09-01,PRD-00003,STR-020,0,3,3,0,0,0,5,3,0.0,3.0,2.0,2.2857142857142856,0.0,0
2025-09-08,PRD-00003,STR-020,0,0,0,0,2,2,5,3,3.0,1.0,2.0,2.2857142857142856,5.0,0
2025-09-15,PRD-00003,STR-020,2,5,5,0,0,2,5,3,0.0,7.0,2.0,2.142857142857143,3.0,1
2025-09-22,PRD-00003,STR-020,2,1,3,0,0,0,5,3,5.0,2.0,3.0,1.8571428571428572,0.0,1
2025-09-29,PRD-00003,STR-020,0,0,0,0,0,0,5,3,3.0,2.0,1.0,2.0,0.0,1
2025-10-06,PRD-00003,STR-020,0,0,0,0,0,0,5,3,0.0,1.0,5.0,1.7142857142857142,1.0,1
2025-10-13,PRD-00003,STR-020,0,1,1,0,0,0,5,3,0.0,0.0,2.0,1.5714285714285714,1.0,1
2025-10-20,PRD-00003,STR-020,0,1,1,0,0,0,5,3,1.0,3.0,3.0,1.7142857142857142,3.0,1
2025-10-27,PRD-00003,STR-020,0,3,3,0,0,0,5,3,1.0,0.0,1.0,1.4285714285714286,2.0,1
2025-11-03,PRD-00003,STR-020,0,2,2,0,0,0,5,3,3.0,5.0,7.0,1.8571428571428572,2.0,0
2025-11-10,PRD-00003,STR-020,0,2,2,0,1,1,5,3,2.0,3.0,2.0,1.4285714285714286,2.0,0
2025-11-17,PRD-00003,STR-020,1,3,2,0,-1,1,5,3,2.0,0.0,2.0,1.2857142857142858,1.0,0
2025-11-24,PRD-00003,STR-020,1,0,1,0,2,2,5,3,2.0,0.0,1.0,1.5714285714285714,3.0,0
2025-12-01,PRD-00003,STR-020,2,1,3,0,1,1,5,3,1.0,1.0,0.0,1.7142857142857142,3.0,0
